sample_id,logical_window_id,device,label,spo2_corroborated
18a774842e465855_R,18a774842e465855,R,0,True
18a774842e465855_S,18a774842e465855,S,0,True
18dd95b597abd460_R,18dd95b597abd460,R,0,True
18dd95b597abd460_S,18dd95b597abd460,S,0,True
195d6381057af88d_R,195d6381057af88d,R,1,False
195d6381057af88d_S,195d6381057af88d,S,1,False
1a2d895ce366b25c_R,1a2d895ce366b25c,R,0,True
1a2d895ce366b25c_S,1a2d895ce366b25c,S,0,True
1a40417bd9219a53_R,1a40417bd9219a53,R,0,True
1a40417bd9219a53_S,1a40417bd9219a53,S,0,True
1b794aabdfe1d310_R,1b794aabdfe1d310,R,0,True
1b794aabdfe1d310_S,1b794aabdfe1d310,S,0,True
1c1180653a5ffaf9_R,1c1180653a5ffaf9,R,1,True
1c1180653a5ffaf9_S,1c1180653a5ffaf9,S,1,True
1c4cd07ef14538c4_R,1c4cd07ef14538c4,R,0,True
1c4cd07ef14538c4_S,1c4cd07ef14538c4,S,0,True
1cce43153757863b_R,1cce43153757863b,R,1,False
1cce43153757863b_S,1cce43153757863b,S,1,False
1d251cdeebc734ad_R,1d251cdeebc734ad,R,0,True
1d251cdeebc734ad_S,1d251cdeebc734ad,S,0,True
1fc78104b2ac24b3_R,1fc78104b2ac24b3,R,1,True
1fc78104b2ac24b3_S,1fc78104b2ac24b3,S,1,True
20686a82099ed395_R,20686a82099ed395,R,0,True
20686a82099ed395_S,20686a82099ed395,S,0,True
20b5246cd9c9ba34_R,20b5246cd9c9ba34,R,1,False
20b5246cd9c9ba34_S,20b5246cd9c9ba34,S,1,False
20d6e9d9997874b3_R,20d6e9d9997874b3,R,1,False
20d6e9d9997874b3_S,20d6e9d9997874b3,S,1,False
216993d9d6348758_R,216993d9d6348758,R,1,False
216993d9d6348758_S,216993d9d6348758,S,1,False
21a9bcbcf667913d_R,21a9bcbcf667913d,R,0,True
21a9bcbcf667913d_S,21a9bcbcf667913d,S,0,True
21bed907d5064db2_R,21bed907d5064db2,R,1,True
21bed907d5064db2_S,21bed907d5064db2,S,1,True
2378466474dce033_R,2378466474dce033,R,1,True
2378466474dce033_S,2378466474dce033,S,1,True
23a3c6e313bc5ddc_R,23a3c6e313bc5ddc,R,1,True
23a3c6e313bc5ddc_S,23a3c6e313bc5ddc,S,1,True
23b9629edd4e8a53_R,23b9629edd4e8a53,R,1,True
23b9629edd4e8a53_S,23b9629edd4e8a53,S,1,True
23d724620fc911c9_R,23d724620fc911c9,R,0,True
23d724620fc911c9_S,23d724620fc911c9,S,0,True
245c219fa6755742_R,245c219fa6755742,R,0,True
245c219fa6755742_S,245c219fa6755742,S,0,True
245e554e64da2399_R,245e554e64da2399,R,1,False
245e554e64da2399_S,245e554e64da2399,S,1,False
246ffb294419ddeb_R,246ffb294419ddeb,R,1,False
246ffb294419ddeb_S,246ffb294419ddeb,S,1,False
24ef446e45f85b93_R,24ef446e45f85b93,R,0,True
24ef446e45f85b93_S,24ef446e45f85b93,S,0,True
25725e81b0f1a2b6_R,25725e81b0f1a2b6,R,1,True
25725e81b0f1a2b6_S,25725e81b0f1a2b6,S,1,True
2818774b3be4d48e_R,2818774b3be4d48e,R,1,True
2818774b3be4d48e_S,2818774b3be4d48e,S,1,True
287dafd025d27f24_R,287dafd025d27f24,R,0,True
287dafd025d27f24_S,287dafd025d27f24,S,0,True
289e671a04f6d0e5_R,289e671a04f6d0e5,R,0,True
289e671a04f6d0e5_S,289e671a04f6d0e5,S,0,True
2914e12fc1447ff1_R,2914e12fc1447ff1,R,1,True
2914e12fc1447ff1_S,2914e12fc1447ff1,S,1,True
291b8da0347b40e6_R,291b8da0347b40e6,R,1,True
291b8da0347b40e6_S,291b8da0347b40e6,S,1,True
293298cdf799c31f_R,293298cdf799c31f,R,1,False
293298cdf799c31f_S,293298cdf799c31f,S,1,False
29892cab0fe07469_R,29892cab0fe07469,R,0,True
29892cab0fe07469_S,29892cab0fe07469,S,0,True
2a55092cfe726cae_R,2a55092cfe726cae,R,1,False
2a55092cfe726cae_S,2a55092cfe726cae,S,1,False
2bd6a5e08bdd6d3f_R,2bd6a5e08bdd6d3f,R,1,True
2bd6a5e08bdd6d3f_S,2bd6a5e08bdd6d3f,S,1,True
2c96dc36e2885db1_R,2c96dc36e2885db1,R,0,True
2c96dc36e2885db1_S,2c96dc36e2885db1,S,0,True
2e5e8d2f30cfb2cf_R,2e5e8d2f30cfb2cf,R,0,True
2e5e8d2f30cfb2cf_S,2e5e8d2f30cfb2cf,S,0,True
2eb308f5981354d2_R,2eb308f5981354d2,R,1,False
2eb308f5981354d2_S,2eb308f5981354d2,S,1,False
2ec0b9f5183e2a96_R,2ec0b9f5183e2a96,R,1,False
2ec0b9f5183e2a96_S,2ec0b9f5183e2a96,S,1,False
2ee1fa23c79c181d_R,2ee1fa23c79c181d,R,1,True
2ee1fa23c79c181d_S,2ee1fa23c79c181d,S,1,True
2f48a24f56d4cd06_R,2f48a24f56d4cd06,R,0,True
2f48a24f56d4cd06_S,2f48a24f56d4cd06,S,0,True
2f6aa37fc729db63_R,2f6aa37fc729db63,R,1,True
2f6aa37fc729db63_S,2f6aa37fc729db63,S,1,True
3088b3ce763f07fa_R,3088b3ce763f07fa,R,0,True
3088b3ce763f07fa_S,3088b3ce763f07fa,S,0,True
3135595171a0b470_R,3135595171a0b470,R,1,True
3135595171a0b470_S,3135595171a0b470,S,1,True
31497b1c510f086c_R,31497b1c510f086c,R,0,True
31497b1c510f086c_S,31497b1c510f086c,S,0,True
323cf5b01c0c565c_R,323cf5b01c0c565c,R,0,True
323cf5b01c0c565c_S,323cf5b01c0c565c,S,0,True
3289915f3569b82a_R,3289915f3569b82a,R,1,True
3289915f3569b82a_S,3289915f3569b82a,S,1,True
339fd2bb8d831c99_R,339fd2bb8d831c99,R,0,True
339fd2bb8d831c99_S,339fd2bb8d831c99,S,0,True
340bbcbd963ede09_R,340bbcbd963ede09,R,0,True
340bbcbd963ede09_S,340bbcbd963ede09,S,0,True
34b9851e449ccefe_R,34b9851e449ccefe,R,0,True
34b9851e449ccefe_S,34b9851e449ccefe,S,0,True
371bc9183165225b_R,371bc9183165225b,R,0,True
371bc9183165225b_S,371bc9183165225b,S,0,True
38f65f17385acab3_R,38f65f17385acab3,R,1,True
38f65f17385acab3_S,38f65f17385acab3,S,1,True
39124801123d115b_R,39124801123d115b,R,0,True
39124801123d115b_S,39124801123d115b,S,0,True
39719f542da5fb95_R,39719f542da5fb95,R,1,False
39719f542da5fb95_S,39719f542da5fb95,S,1,False
39ae432c861309fb_R,39ae432c861309fb,R,1,False
39ae432c861309fb_S,39ae432c861309fb,S,1,False
39d84153c4ef86e2_R,39d84153c4ef86e2,R,0,True
39d84153c4ef86e2_S,39d84153c4ef86e2,S,0,True
3a54c796332e46e9_R,3a54c796332e46e9,R,0,True
3a54c796332e46e9_S,3a54c796332e46e9,S,0,True
3ad974f2c87ad5ed_R,3ad974f2c87ad5ed,R,0,True
3ad974f2c87ad5ed_S,3ad974f2c87ad5ed,S,0,True
3c4e4cf1fdf5f28a_R,3c4e4cf1fdf5f28a,R,0,True
3c4e4cf1fdf5f28a_S,3c4e4cf1fdf5f28a,S,0,True
3c5b78d055378809_R,3c5b78d055378809,R,0,True
3c5b78d055378809_S,3c5b78d055378809,S,0,True
3db7df5374a23e7d_R,3db7df5374a23e7d,R,1,True
3db7df5374a23e7d_S,3db7df5374a23e7d,S,1,True
3e25cdf48a09bba8_R,3e25cdf48a09bba8,R,0,True
3e25cdf48a09bba8_S,3e25cdf48a09bba8,S,0,True
3eb2e7a1e5fe7818_R,3eb2e7a1e5fe7818,R,0,True
3eb2e7a1e5fe7818_S,3eb2e7a1e5fe7818,S,0,True
3f04e9e1f304b5ac_R,3f04e9e1f304b5ac,R,0,True
3f04e9e1f304b5ac_S,3f04e9e1f304b5ac,S,0,True
3f1d5f9d6676fc03_R,3f1d5f9d6676fc03,R,1,True
3f1d5f9d6676fc03_S,3f1d5f9d6676fc03,S,1,True
3fe19e068a7f057d_R,3fe19e068a7f057d,R,1,False
3fe19e068a7f057d_S,3fe19e068a7f057d,S,1,False
3fff46b671c17141_R,3fff46b671c17141,R,1,True
3fff46b671c17141_S,3fff46b671c17141,S,1,True
40158940d754803c_R,40158940d754803c,R,0,True
40158940d754803c_S,40158940d754803c,S,0,True
4090926c8bc23224_R,4090926c8bc23224,R,1,False
4090926c8bc23224_S,4090926c8bc23224,S,1,False
40da393569efd0a0_R,40da393569efd0a0,R,0,True
40da393569efd0a0_S,40da393569efd0a0,S,0,True
40e2aa808c353187_R,40e2aa808c353187,R,1,True
40e2aa808c353187_S,40e2aa808c353187,S,1,True
41429f899ebe4d6f_R,41429f899ebe4d6f,R,0,True
41429f899ebe4d6f_S,41429f899ebe4d6f,S,0,True
414517f44719fa4a_R,414517f44719fa4a,R,0,True
414517f44719fa4a_S,414517f44719fa4a,S,0,True
435fa754fe69eb80_R,435fa754fe69eb80,R,0,True
435fa754fe69eb80_S,435fa754fe69eb80,S,0,True
43e61f01259729bb_R,43e61f01259729bb,R,1,False
43e61f01259729bb_S,43e61f01259729bb,S,1,False
45330f42972b9064_R,45330f42972b9064,R,0,True
45330f42972b9064_S,45330f42972b9064,S,0,True
464a7903a714ef62_R,464a7903a714ef62,R,1,True
464a7903a714ef62_S,464a7903a714ef62,S,1,True
467d1aa3902d4b56_R,467d1aa3902d4b56,R,0,True
467d1aa3902d4b56_S,467d1aa3902d4b56,S,0,True
4695e346ce30908a_R,4695e346ce30908a,R,1,False
4695e346ce30908a_S,4695e346ce30908a,S,1,False
46d409c06b65379c_R,46d409c06b65379c,R,1,True
46d409c06b65379c_S,46d409c06b65379c,S,1,True
46fade65b54c6698_R,46fade65b54c6698,R,1,False
46fade65b54c6698_S,46fade65b54c6698,S,1,False
472e6827d5b4a824_R,472e6827d5b4a824,R,1,True
472e6827d5b4a824_S,472e6827d5b4a824,S,1,True
481e03dcbc7e1a93_R,481e03dcbc7e1a93,R,0,True
481e03dcbc7e1a93_S,481e03dcbc7e1a93,S,0,True
48466a9973fc86bd_R,48466a9973fc86bd,R,0,True
48466a9973fc86bd_S,48466a9973fc86bd,S,0,True
48a7890591156e2c_R,48a7890591156e2c,R,0,True
48a7890591156e2c_S,48a7890591156e2c,S,0,True
4916e9361413f70b_R,4916e9361413f70b,R,1,False
4916e9361413f70b_S,4916e9361413f70b,S,1,False
49b1434e70c0898e_R,49b1434e70c0898e,R,0,True
49b1434e70c0898e_S,49b1434e70c0898e,S,0,True
49ecfd12aeeff360_R,49ecfd12aeeff360,R,1,False
49ecfd12aeeff360_S,49ecfd12aeeff360,S,1,False
4a869b7098e936e2_R,4a869b7098e936e2,R,0,True
4a869b7098e936e2_S,4a869b7098e936e2,S,0,True
4ad5b6a19cddf738_R,4ad5b6a19cddf738,R,1,True
4ad5b6a19cddf738_S,4ad5b6a19cddf738,S,1,True
4adb77f8a8c86126_R,4adb77f8a8c86126,R,0,True
4adb77f8a8c86126_S,4adb77f8a8c86126,S,0,True
4adfed06c3a3c56d_R,4adfed06c3a3c56d,R,1,True
4adfed06c3a3c56d_S,4adfed06c3a3c56d,S,1,True
4ae6b70ddebab6bd_R,4ae6b70ddebab6bd,R,0,True
4ae6b70ddebab6bd_S,4ae6b70ddebab6bd,S,0,True
4b1e03593003b4ac_R,4b1e03593003b4ac,R,0,True
4b1e03593003b4ac_S,4b1e03593003b4ac,S,0,True
4bf266c60b154240_R,4bf266c60b154240,R,0,True
4bf266c60b154240_S,4bf266c60b154240,S,0,True
4d407a0c6b69a470_R,4d407a0c6b69a470,R,1,False
4d407a0c6b69a470_S,4d407a0c6b69a470,S,1,False
4e05ae0f099dc79d_R,4e05ae0f099dc79d,R,0,True
4e05ae0f099dc79d_S,4e05ae0f099dc79d,S,0,True
4ea2822a6718595c_R,4ea2822a6718595c,R,0,True
4ea2822a6718595c_S,4ea2822a6718595c,S,0,True
4f8f297eed0c2532_R,4f8f297eed0c2532,R,0,True
4f8f297eed0c2532_S,4f8f297eed0c2532,S,0,True
4fad8836b810bcce_R,4fad8836b810bcce,R,1,True
4fad8836b810bcce_S,4fad8836b810bcce,S,1,True
500e5190318d0832_R,500e5190318d0832,R,1,True
500e5190318d0832_S,500e5190318d0832,S,1,True
519777f449ff6714_R,519777f449ff6714,R,0,True
519777f449ff6714_S,519777f449ff6714,S,0,True
51cc025bccf08fc3_R,51cc025bccf08fc3,R,0,True
51cc025bccf08fc3_S,51cc025bccf08fc3,S,0,True
528788b5dc8eb711_R,528788b5dc8eb711,R,0,True
528788b5dc8eb711_S,528788b5dc8eb711,S,0,True
52f7efd1708b3006_R,52f7efd1708b3006,R,1,True
52f7efd1708b3006_S,52f7efd1708b3006,S,1,True
53126daaba5d049a_R,53126daaba5d049a,R,0,True
53126daaba5d049a_S,53126daaba5d049a,S,0,True
53869530542a3301_R,53869530542a3301,R,1,True
53869530542a3301_S,53869530542a3301,S,1,True
541faf23017854a5_R,541faf23017854a5,R,0,True
541faf23017854a5_S,541faf23017854a5,S,0,True
55ff97bc172dc78c_R,55ff97bc172dc78c,R,1,True
55ff97bc172dc78c_S,55ff97bc172dc78c,S,1,True
5847716010542e37_R,5847716010542e37,R,1,True
5847716010542e37_S,5847716010542e37,S,1,True
589fee33b8abd190_R,589fee33b8abd190,R,1,True
589fee33b8abd190_S,589fee33b8abd190,S,1,True
59071ab0904e41b3_R,59071ab0904e41b3,R,0,True
59071ab0904e41b3_S,59071ab0904e41b3,S,0,True
5938e06cea04d873_R,5938e06cea04d873,R,0,True
5938e06cea04d873_S,5938e06cea04d873,S,0,True
596820fee935c41a_R,596820fee935c41a,R,1,True
596820fee935c41a_S,596820fee935c41a,S,1,True
5986193eed638ee4_R,5986193eed638ee4,R,1,True
5986193eed638ee4_S,5986193eed638ee4,S,1,True
59fb2067be602ddf_R,59fb2067be602ddf,R,1,False
59fb2067be602ddf_S,59fb2067be602ddf,S,1,False
5ab03e348e94dcff_R,5ab03e348e94dcff,R,1,False
5ab03e348e94dcff_S,5ab03e348e94dcff,S,1,False
5bade3f26f3426bf_R,5bade3f26f3426bf,R,1,False
5bade3f26f3426bf_S,5bade3f26f3426bf,S,1,False
5bf562ac61c8130d_R,5bf562ac61c8130d,R,0,True
5bf562ac61c8130d_S,5bf562ac61c8130d,S,0,True
5c25aaa067116e19_R,5c25aaa067116e19,R,0,True
5c25aaa067116e19_S,5c25aaa067116e19,S,0,True
5e0086f5e3bd4f2b_R,5e0086f5e3bd4f2b,R,0,True
5e0086f5e3bd4f2b_S,5e0086f5e3bd4f2b,S,0,True
5e0b5e427e390f62_R,5e0b5e427e390f62,R,0,True
5e0b5e427e390f62_S,5e0b5e427e390f62,S,0,True
5e317dfc1ad259b6_R,5e317dfc1ad259b6,R,1,True
5e317dfc1ad259b6_S,5e317dfc1ad259b6,S,1,True
5f24934bdcc8ef77_R,5f24934bdcc8ef77,R,0,True
5f24934bdcc8ef77_S,5f24934bdcc8ef77,S,0,True
5f73ddcbd70ce8e8_R,5f73ddcbd70ce8e8,R,1,False
5f73ddcbd70ce8e8_S,5f73ddcbd70ce8e8,S,1,False
5f7dd8b51ad9488a_R,5f7dd8b51ad9488a,R,1,True
5f7dd8b51ad9488a_S,5f7dd8b51ad9488a,S,1,True
6003fc9c2eab5f88_R,6003fc9c2eab5f88,R,1,True
6003fc9c2eab5f88_S,6003fc9c2eab5f88,S,1,True
60e362650d30809b_R,60e362650d30809b,R,1,False
60e362650d30809b_S,60e362650d30809b,S,1,False
614ad4523f1bffbc_R,614ad4523f1bffbc,R,0,True
614ad4523f1bffbc_S,614ad4523f1bffbc,S,0,True
61621ab04eb87a8c_R,61621ab04eb87a8c,R,1,True
61621ab04eb87a8c_S,61621ab04eb87a8c,S,1,True
6349e5c89a12a084_R,6349e5c89a12a084,R,0,True
6349e5c89a12a084_S,6349e5c89a12a084,S,0,True
635520cc1eedf10b_R,635520cc1eedf10b,R,1,True
635520cc1eedf10b_S,635520cc1eedf10b,S,1,True
6382d79e63d596a4_R,6382d79e63d596a4,R,0,True
6382d79e63d596a4_S,6382d79e63d596a4,S,0,True
657b956f568fd4c4_R,657b956f568fd4c4,R,1,True
657b956f568fd4c4_S,657b956f568fd4c4,S,1,True
66482219c2181120_R,66482219c2181120,R,0,True
66482219c2181120_S,66482219c2181120,S,0,True
68228447250389e2_R,68228447250389e2,R,0,True
68228447250389e2_S,68228447250389e2,S,0,True
6857ba083f8abf56_R,6857ba083f8abf56,R,1,False
6857ba083f8abf56_S,6857ba083f8abf56,S,1,False
685ae02d203445fb_R,685ae02d203445fb,R,0,True
685ae02d203445fb_S,685ae02d203445fb,S,0,True
68dbadf7ff217500_R,68dbadf7ff217500,R,1,False
68dbadf7ff217500_S,68dbadf7ff217500,S,1,False
6a40cab4848a00cb_R,6a40cab4848a00cb,R,1,False
6a40cab4848a00cb_S,6a40cab4848a00cb,S,1,False
6b667baf3f118d2a_R,6b667baf3f118d2a,R,0,True
6b667baf3f118d2a_S,6b667baf3f118d2a,S,0,True
6bfee2e5258b1582_R,6bfee2e5258b1582,R,1,False
6bfee2e5258b1582_S,6bfee2e5258b1582,S,1,False
6da310e6d1842534_R,6da310e6d1842534,R,0,True
6da310e6d1842534_S,6da310e6d1842534,S,0,True
6dbd32e91cd69ad6_R,6dbd32e91cd69ad6,R,1,False
6dbd32e91cd69ad6_S,6dbd32e91cd69ad6,S,1,False
6dc893ce49e70171_R,6dc893ce49e70171,R,1,False
6dc893ce49e70171_S,6dc893ce49e70171,S,1,False
6dcaf295912a56d9_R,6dcaf295912a56d9,R,0,True
6dcaf295912a56d9_S,6dcaf295912a56d9,S,0,True
6f75a4e59e635781_R,6f75a4e59e635781,R,0,True
6f75a4e59e635781_S,6f75a4e59e635781,S,0,True
70078dafd72f6689_R,70078dafd72f6689,R,0,True
70078dafd72f6689_S,70078dafd72f6689,S,0,True
726d96c2a224e2ed_R,726d96c2a224e2ed,R,1,False
726d96c2a224e2ed_S,726d96c2a224e2ed,S,1,False
739b6fd2c5c1273f_R,739b6fd2c5c1273f,R,1,False
739b6fd2c5c1273f_S,739b6fd2c5c1273f,S,1,False
73ebd4985efd3f6a_R,73ebd4985efd3f6a,R,0,True
73ebd4985efd3f6a_S,73ebd4985efd3f6a,S,0,True
7421321f3108d696_R,7421321f3108d696,R,1,True
7421321f3108d696_S,7421321f3108d696,S,1,True
755ba595211e3ff4_R,755ba595211e3ff4,R,1,True
755ba595211e3ff4_S,755ba595211e3ff4,S,1,True
757ce93b9eb08df4_R,757ce93b9eb08df4,R,1,True
757ce93b9eb08df4_S,757ce93b9eb08df4,S,1,True
7607ef6de6472ccf_R,7607ef6de6472ccf,R,0,True
7607ef6de6472ccf_S,7607ef6de6472ccf,S,0,True
76b887ca29c68371_R,76b887ca29c68371,R,1,True
76b887ca29c68371_S,76b887ca29c68371,S,1,True
76f8d6b16f52ca06_R,76f8d6b16f52ca06,R,1,False
76f8d6b16f52ca06_S,76f8d6b16f52ca06,S,1,False
774911d14ecf6355_R,774911d14ecf6355,R,1,False
774911d14ecf6355_S,774911d14ecf6355,S,1,False
784fbc8f55a76239_R,784fbc8f55a76239,R,0,True
784fbc8f55a76239_S,784fbc8f55a76239,S,0,True
7ae2a818db94de3f_R,7ae2a818db94de3f,R,0,True
7ae2a818db94de3f_S,7ae2a818db94de3f,S,0,True
7b0bb8ca2474bade_R,7b0bb8ca2474bade,R,0,True
7b0bb8ca2474bade_S,7b0bb8ca2474bade,S,0,True
7c9dc25ccc28152e_R,7c9dc25ccc28152e,R,0,True
7c9dc25ccc28152e_S,7c9dc25ccc28152e,S,0,True
7ccbc5255fcc3600_R,7ccbc5255fcc3600,R,1,True
7ccbc5255fcc3600_S,7ccbc5255fcc3600,S,1,True
7dc7f9f69e0f7d05_R,7dc7f9f69e0f7d05,R,1,False
7dc7f9f69e0f7d05_S,7dc7f9f69e0f7d05,S,1,False
7de96c926b838382_R,7de96c926b838382,R,1,True
7de96c926b838382_S,7de96c926b838382,S,1,True
7e1b8a745e14e975_R,7e1b8a745e14e975,R,0,True
7e1b8a745e14e975_S,7e1b8a745e14e975,S,0,True
7e3ea13232f82d56_R,7e3ea13232f82d56,R,1,False
7e3ea13232f82d56_S,7e3ea13232f82d56,S,1,False
7ef6793154c2308a_R,7ef6793154c2308a,R,1,False
7ef6793154c2308a_S,7ef6793154c2308a,S,1,False
7f140684f902a36a_R,7f140684f902a36a,R,1,False
7f140684f902a36a_S,7f140684f902a36a,S,1,False
7fa095243bd65633_R,7fa095243bd65633,R,0,True
7fa095243bd65633_S,7fa095243bd65633,S,0,True
8017e585f9b2332f_R,8017e585f9b2332f,R,1,True
8017e585f9b2332f_S,8017e585f9b2332f,S,1,True
8116000f01760b58_R,8116000f01760b58,R,0,True
8116000f01760b58_S,8116000f01760b58,S,0,True
821008da02083b99_R,821008da02083b99,R,1,True
821008da02083b99_S,821008da02083b99,S,1,True
823505eb09a14690_R,823505eb09a14690,R,1,True
823505eb09a14690_S,823505eb09a14690,S,1,True
828e3553ff11afd3_R,828e3553ff11afd3,R,1,True
828e3553ff11afd3_S,828e3553ff11afd3,S,1,True
82c8093a45423914_R,82c8093a45423914,R,1,True
82c8093a45423914_S,82c8093a45423914,S,1,True
83525fad94574493_R,83525fad94574493,R,0,True
83525fad94574493_S,83525fad94574493,S,0,True
8382aaf03dfe41ab_R,8382aaf03dfe41ab,R,0,True
8382aaf03dfe41ab_S,8382aaf03dfe41ab,S,0,True
8625b21afe4f9b91_R,8625b21afe4f9b91,R,1,False
8625b21afe4f9b91_S,8625b21afe4f9b91,S,1,False
8674ecfeca877a65_R,8674ecfeca877a65,R,1,True
8674ecfeca877a65_S,8674ecfeca877a65,S,1,True
86eea30d82d187a5_R,86eea30d82d187a5,R,0,True
86eea30d82d187a5_S,86eea30d82d187a5,S,0,True
8874cc2b626d7e8f_R,8874cc2b626d7e8f,R,0,True
8874cc2b626d7e8f_S,8874cc2b626d7e8f,S,0,True
892d755b2582e910_R,892d755b2582e910,R,1,True
892d755b2582e910_S,892d755b2582e910,S,1,True
89f070b02fc05434_R,89f070b02fc05434,R,1,False
89f070b02fc05434_S,89f070b02fc05434,S,1,False
8a4cfc147bd26a45_R,8a4cfc147bd26a45,R,0,True
8a4cfc147bd26a45_S,8a4cfc147bd26a45,S,0,True
8a7aa9d00ef82cfc_R,8a7aa9d00ef82cfc,R,0,True
8a7aa9d00ef82cfc_S,8a7aa9d00ef82cfc,S,0,True
8ad857d602f772dc_R,8ad857d602f772dc,R,0,True
8ad857d602f772dc_S,8ad857d602f772dc,S,0,True
8ae183a36d1bae51_R,8ae183a36d1bae51,R,0,True
8ae183a36d1bae51_S,8ae183a36d1bae51,S,0,True
8b986bb0ecb27070_R,8b986bb0ecb27070,R,0,True
8b986bb0ecb27070_S,8b986bb0ecb27070,S,0,True
8c684106258a9c6a_R,8c684106258a9c6a,R,1,False
8c684106258a9c6a_S,8c684106258a9c6a,S,1,False
8c8b70fe52038ccd_R,8c8b70fe52038ccd,R,0,True
8c8b70fe52038ccd_S,8c8b70fe52038ccd,S,0,True
8c9b41b691c6b260_R,8c9b41b691c6b260,R,0,True
8c9b41b691c6b260_S,8c9b41b691c6b260,S,0,True
8cb8a5333c0c2d9f_R,8cb8a5333c0c2d9f,R,1,False
8cb8a5333c0c2d9f_S,8cb8a5333c0c2d9f,S,1,False
8d56811fb94a8191_R,8d56811fb94a8191,R,0,True
8d56811fb94a8191_S,8d56811fb94a8191,S,0,True
8de58e8eb986e236_R,8de58e8eb986e236,R,1,False
8de58e8eb986e236_S,8de58e8eb986e236,S,1,False
8efc7d377a302383_R,8efc7d377a302383,R,1,False
8efc7d377a302383_S,8efc7d377a302383,S,1,False
8f4ae51d39f899e1_R,8f4ae51d39f899e1,R,1,False
8f4ae51d39f899e1_S,8f4ae51d39f899e1,S,1,False
8fcaff0cab71d5ee_R,8fcaff0cab71d5ee,R,1,False
8fcaff0cab71d5ee_S,8fcaff0cab71d5ee,S,1,False
9065b2d9300b3e35_R,9065b2d9300b3e35,R,1,True
9065b2d9300b3e35_S,9065b2d9300b3e35,S,1,True
90f2f3808c25d4fd_R,90f2f3808c25d4fd,R,0,True
90f2f3808c25d4fd_S,90f2f3808c25d4fd,S,0,True
922edb7970975942_R,922edb7970975942,R,0,True
922edb7970975942_S,922edb7970975942,S,0,True
930682459e01624f_R,930682459e01624f,R,0,True
930682459e01624f_S,930682459e01624f,S,0,True
93889c45f3bacc77_R,93889c45f3bacc77,R,1,False
93889c45f3bacc77_S,93889c45f3bacc77,S,1,False
94c46042ba15f41d_R,94c46042ba15f41d,R,1,True
94c46042ba15f41d_S,94c46042ba15f41d,S,1,True
94ea8165bafbed35_R,94ea8165bafbed35,R,0,True
94ea8165bafbed35_S,94ea8165bafbed35,S,0,True
95204567576860d7_R,95204567576860d7,R,1,False
95204567576860d7_S,95204567576860d7,S,1,False
955611fdfc660fe0_R,955611fdfc660fe0,R,1,False
955611fdfc660fe0_S,955611fdfc660fe0,S,1,False
95b45d7e554aa380_R,95b45d7e554aa380,R,1,True
95b45d7e554aa380_S,95b45d7e554aa380,S,1,True
96befe8e3d73fc3f_R,96befe8e3d73fc3f,R,1,False
96befe8e3d73fc3f_S,96befe8e3d73fc3f,S,1,False
976d1f95e341098a_R,976d1f95e341098a,R,1,True
976d1f95e341098a_S,976d1f95e341098a,S,1,True
97dcdbf3be7b6424_R,97dcdbf3be7b6424,R,1,True
97dcdbf3be7b6424_S,97dcdbf3be7b6424,S,1,True
97e3a0cf6bf837c0_R,97e3a0cf6bf837c0,R,0,True
97e3a0cf6bf837c0_S,97e3a0cf6bf837c0,S,0,True
98a8f5d3bed029f4_R,98a8f5d3bed029f4,R,0,True
98a8f5d3bed029f4_S,98a8f5d3bed029f4,S,0,True
992c328f2c40b348_R,992c328f2c40b348,R,1,False
992c328f2c40b348_S,992c328f2c40b348,S,1,False
9985accab137f8cd_R,9985accab137f8cd,R,0,True
9985accab137f8cd_S,9985accab137f8cd,S,0,True
99fd326ad679908b_R,99fd326ad679908b,R,1,True
99fd326ad679908b_S,99fd326ad679908b,S,1,True
9ab25fb3bac320e8_R,9ab25fb3bac320e8,R,0,True
9ab25fb3bac320e8_S,9ab25fb3bac320e8,S,0,True
9be9ebc91887e2e5_R,9be9ebc91887e2e5,R,0,True
9be9ebc91887e2e5_S,9be9ebc91887e2e5,S,0,True
9ca531fd13a81f8a_R,9ca531fd13a81f8a,R,1,False
9ca531fd13a81f8a_S,9ca531fd13a81f8a,S,1,False
9d8e94f77d68e0fb_R,9d8e94f77d68e0fb,R,1,True
9d8e94f77d68e0fb_S,9d8e94f77d68e0fb,S,1,True
9da22589197a3226_R,9da22589197a3226,R,0,True
9da22589197a3226_S,9da22589197a3226,S,0,True
9df971024def4a99_R,9df971024def4a99,R,0,True
9df971024def4a99_S,9df971024def4a99,S,0,True
9e3d510933f5c080_R,9e3d510933f5c080,R,0,True
9e3d510933f5c080_S,9e3d510933f5c080,S,0,True
9e8e241dd6f0d5ba_R,9e8e241dd6f0d5ba,R,1,True
9e8e241dd6f0d5ba_S,9e8e241dd6f0d5ba,S,1,True
a0f1d2ae9b2c67cb_R,a0f1d2ae9b2c67cb,R,0,True
a0f1d2ae9b2c67cb_S,a0f1d2ae9b2c67cb,S,0,True
a15ff56b028508fc_R,a15ff56b028508fc,R,0,True
a15ff56b028508fc_S,a15ff56b028508fc,S,0,True
a1625e1d8eb4d5cc_R,a1625e1d8eb4d5cc,R,0,True
a1625e1d8eb4d5cc_S,a1625e1d8eb4d5cc,S,0,True
a179f4caad62a3c4_R,a179f4caad62a3c4,R,0,True
a179f4caad62a3c4_S,a179f4caad62a3c4,S,0,True
